Disease,Fiscal Year,Gender,Age Group,Population,Incidence,Prevalence,Mortality with Disease,Mortality without Disease
MoodAnxiety_Disorder,2007,F,60 to 64,846640,,132200,,
MoodAnxiety_Disorder,2007,F,65 to 69,639790,,91330,,
MoodAnxiety_Disorder,2007,F,70 to 74,529930,,73360,,
MoodAnxiety_Disorder,2007,F,75 to 79,474070,,66390,,
MoodAnxiety_Disorder,2007,F,80 to 84,385400,,54100,,
MoodAnxiety_Disorder,2007,F,85+,412590,,49590,,
MoodAnxiety_Disorder,2007,M,1 to 4,656660,,5260,,
MoodAnxiety_Disorder,2007,M,5 to 9,839630,,14880,,
MoodAnxiety_Disorder,2007,M,10 to 14,961490,,25880,,
MoodAnxiety_Disorder,2007,M,15 to 19,1049110,,48250,,
MoodAnxiety_Disorder,2007,M,20 to 24,1027140,,69030,,
MoodAnxiety_Disorder,2007,M,25 to 29,1022860,,75680,,
MoodAnxiety_Disorder,2007,M,30 to 34,1001910,,83540,,
MoodAnxiety_Disorder,2007,M,35 to 39,1094930,,97340,,
MoodAnxiety_Disorder,2007,M,40 to 44,1228580,,115710,,
MoodAnxiety_Disorder,2007,M,45 to 49,1292030,,125590,,
MoodAnxiety_Disorder,2007,M,50 to 54,1167700,,116830,,
MoodAnxiety_Disorder,2007,M,55 to 59,999250,,98970,,
MoodAnxiety_Disorder,2007,M,60 to 64,829540,,77950,,
MoodAnxiety_Disorder,2007,M,65 to 69,606250,,52710,,
MoodAnxiety_Disorder,2007,M,70 to 74,475770,,41510,,
MoodAnxiety_Disorder,2007,M,75 to 79,387470,,36360,,
MoodAnxiety_Disorder,2007,M,80 to 84,259650,,26520,,
MoodAnxiety_Disorder,2007,M,85+,196130,,20140,,
MoodAnxiety_Disorder,2008,F,1 to 4,639700,,4550,,
MoodAnxiety_Disorder,2008,F,5 to 9,800870,,10790,,
MoodAnxiety_Disorder,2008,F,10 to 14,898210,,23290,,
MoodAnxiety_Disorder,2008,F,15 to 19,1004910,,79590,,
MoodAnxiety_Disorder,2008,F,20 to 24,1004760,,118100,,
MoodAnxiety_Disorder,2008,F,25 to 29,1038290,,140340,,
MoodAnxiety_Disorder,2008,F,30 to 34,1043280,,157480,,
MoodAnxiety_Disorder,2008,F,35 to 39,1095490,,174290,,
MoodAnxiety_Disorder,2008,F,40 to 44,1191250,,195350,,
MoodAnxiety_Disorder,2008,F,45 to 49,1309110,,220940,,
MoodAnxiety_Disorder,2008,F,50 to 54,1206540,,206710,,
MoodAnxiety_Disorder,2008,F,55 to 59,1041780,,173510,,
MoodAnxiety_Disorder,2008,F,60 to 64,891100,,136640,,
MoodAnxiety_Disorder,2008,F,65 to 69,669330,,94590,,
MoodAnxiety_Disorder,2008,F,70 to 74,541160,,73730,,
MoodAnxiety_Disorder,2008,F,75 to 79,476560,,66020,,
MoodAnxiety_Disorder,2008,F,80 to 84,389150,,53000,,
MoodAnxiety_Disorder,2008,F,85+,433970,,51450,,
MoodAnxiety_Disorder,2008,M,1 to 4,671910,,5400,,
MoodAnxiety_Disorder,2008,M,5 to 9,839760,,14870,,
MoodAnxiety_Disorder,2008,M,10 to 14,943460,,25680,,
MoodAnxiety_Disorder,2008,M,15 to 19,1056220,,50150,,
MoodAnxiety_Disorder,2008,M,20 to 24,1040760,,69510,,
MoodAnxiety_Disorder,2008,M,25 to 29,1046150,,77160,,
MoodAnxiety_Disorder,2008,M,30 to 34,1014970,,84200,,
MoodAnxiety_Disorder,2008,M,35 to 39,1088610,,95470,,
MoodAnxiety_Disorder,2008,M,40 to 44,1194980,,110840,,
MoodAnxiety_Disorder,2008,M,45 to 49,1315720,,126170,,
MoodAnxiety_Disorder,2008,M,50 to 54,1202060,,117760,,
MoodAnxiety_Disorder,2008,M,55 to 59,1025030,,100960,,
MoodAnxiety_Disorder,2008,M,60 to 64,871520,,80060,,
MoodAnxiety_Disorder,2008,M,65 to 69,637620,,54560,,
MoodAnxiety_Disorder,2008,M,70 to 74,486770,,41550,,
MoodAnxiety_Disorder,2008,M,75 to 79,394620,,36000,,
MoodAnxiety_Disorder,2008,M,80 to 84,269130,,26680,,
MoodAnxiety_Disorder,2008,M,85+,209240,,20750,,
MoodAnxiety_Disorder,2009,F,1 to 4,654010,,4730,,
MoodAnxiety_Disorder,2009,F,5 to 9,801440,,10770,,
MoodAnxiety_Disorder,2009,F,10 to 14,880590,,23730,,
MoodAnxiety_Disorder,2009,F,15 to 19,1002140,,79770,,
MoodAnxiety_Disorder,2009,F,20 to 24,1019010,,117970,,
MoodAnxiety_Disorder,2009,F,25 to 29,1052940,,139450,,
MoodAnxiety_Disorder,2009,F,30 to 34,1057330,,158230,,
MoodAnxiety_Disorder,2009,F,35 to 39,1091710,,171710,,
MoodAnxiety_Disorder,2009,F,40 to 44,1165060,,187630,,
MoodAnxiety_Disorder,2009,F,45 to 49,1317080,,217810,,
MoodAnxiety_Disorder,2009,F,50 to 54,1233150,,207770,,
MoodAnxiety_Disorder,2009,F,55 to 59,1074990,,176530,,
MoodAnxiety_Disorder,2009,F,60 to 64,934960,,141400,,
MoodAnxiety_Disorder,2009,F,65 to 69,697960,,97960,,
MoodAnxiety_Disorder,2009,F,70 to 74,552310,,74810,,
MoodAnxiety_Disorder,2009,F,75 to 79,479190,,65460,,
MoodAnxiety_Disorder,2009,F,80 to 84,392060,,52420,,
MoodAnxiety_Disorder,2009,F,85+,453620,,52960,,
MoodAnxiety_Disorder,2009,M,1 to 4,686740,,5310,,
MoodAnxiety_Disorder,2009,M,5 to 9,840670,,14810,,
MoodAnxiety_Disorder,2009,M,10 to 14,922950,,25240,,
MoodAnxiety_Disorder,2009,M,15 to 19,1054940,,51790,,
MoodAnxiety_Disorder,2009,M,20 to 24,1055080,,71690,,
MoodAnxiety_Disorder,2009,M,25 to 29,1063580,,78760,,
MoodAnxiety_Disorder,2009,M,30 to 34,1027840,,85270,,
MoodAnxiety_Disorder,2009,M,35 to 39,1079880,,94380,,
MoodAnxiety_Disorder,2009,M,40 to 44,1166080,,107120,,
MoodAnxiety_Disorder,2009,M,45 to 49,1325670,,126570,,
MoodAnxiety_Disorder,2009,M,50 to 54,1229690,,119110,,
MoodAnxiety_Disorder,2009,M,55 to 59,1056830,,102450,,
MoodAnxiety_Disorder,2009,M,60 to 64,913020,,83450,,
MoodAnxiety_Disorder,2009,M,65 to 69,667320,,56350,,
MoodAnxiety_Disorder,2009,M,70 to 74,499440,,42160,,
MoodAnxiety_Disorder,2009,M,75 to 79,400500,,36150,,
MoodAnxiety_Disorder,2009,M,80 to 84,276910,,26910,,
MoodAnxiety_Disorder,2009,M,85+,222040,,21630,,
MoodAnxiety_Disorder,2010,F,1 to 4,664100,,4080,,
MoodAnxiety_Disorder,2010,F,5 to 9,809830,,10910,,
MoodAnxiety_Disorder,2010,F,10 to 14,861960,,24090,,
MoodAnxiety_Disorder,2010,F,15 to 19,994600,,81510,,
MoodAnxiety_Disorder,2010,F,20 to 24,1037500,,119450,,
MoodAnxiety_Disorder,2010,F,25 to 29,1067090,,138830,,
MoodAnxiety_Disorder,2010,F,30 to 34,1075900,,157400,,
MoodAnxiety_Disorder,2010,F,35 to 39,1089080,,168030,,
MoodAnxiety_Disorder,2010,F,40 to 44,1157120,,182760,,
MoodAnxiety_Disorder,2010,F,45 to 49,1307730,,211930,,
MoodAnxiety_Disorder,2010,F,50 to 54,1261160,,208640,,
MoodAnxiety_Disorder,2010,F,55 to 59,1110180,,179070,,
MoodAnxiety_Disorder,2010,F,60 to 64,976360,,145090,,
MoodAnxiety_Disorder,2010,F,65 to 69,726280,,99800,,
MoodAnxiety_Disorder,2010,F,70 to 74,568070,,75570,,
MoodAnxiety_Disorder,2010,F,75 to 79,480780,,64540,,
MoodAnxiety_Disorder,2010,F,80 to 84,397460,,52130,,
MoodAnxiety_Disorder,2010,F,85+,474360,,54710,,
MoodAnxiety_Disorder,2010,M,1 to 4,698080,,4950,,
MoodAnxiety_Disorder,2010,M,5 to 9,848970,,14960,,
MoodAnxiety_Disorder,2010,M,10 to 14,904530,,24920,,
MoodAnxiety_Disorder,2010,M,15 to 19,1045930,,53580,,
MoodAnxiety_Disorder,2010,M,20 to 24,1076210,,74170,,
MoodAnxiety_Disorder,2010,M,25 to 29,1080650,,79800,,
MoodAnxiety_Disorder,2010,M,30 to 34,1046170,,86580,,
MoodAnxiety_Disorder,2010,M,35 to 39,1073810,,92930,,
MoodAnxiety_Disorder,2010,M,40 to 44,1155720,,105340,,
MoodAnxiety_Disorder,2010,M,45 to 49,1318780,,123720,,
MoodAnxiety_Disorder,2010,M,50 to 54,1259690,,120320,,
MoodAnxiety_Disorder,2010,M,55 to 59,1091540,,103910,,
MoodAnxiety_Disorder,2010,M,60 to 64,952240,,85420,,
MoodAnxiety_Disorder,2010,M,65 to 69,696420,,57620,,
MoodAnxiety_Disorder,2010,M,70 to 74,515340,,42550,,
MoodAnxiety_Disorder,2010,M,75 to 79,405090,,35560,,
MoodAnxiety_Disorder,2010,M,80 to 84,287820,,26840,,
MoodAnxiety_Disorder,2010,M,85+,236260,,22180,,
Asthma,1999,F,<1,148310,2610.0,2610,0.0,690.0
Asthma,1999,F,1 to 4,651470,16970.0,59980,20.0,170.0
Asthma,1999,F,5 to 9,918920,12410.0,100420,20.0,80.0
Asthma,1999,F,10 to 14,910710,9550.0,74450,10.0,80.0
Asthma,1999,F,15 to 19,918890,8760.0,62100,30.0,230.0
Asthma,1999,F,20 to 24,913070,8090.0,56290,30.0,260.0
Asthma,1999,F,25 to 29,947240,7920.0,51160,30.0,290.0
Asthma,1999,F,30 to 34,1058660,8550.0,53060,50.0,400.0
Asthma,1999,F,35 to 39,1250620,10080.0,63800,90.0,780.0
Asthma,1999,F,40 to 44,1202800,9600.0,60250,130.0,1240.0
Asthma,1999,F,45 to 49,1068500,8690.0,55470,170.0,1620.0
Asthma,1999,F,50 to 54,940540,7950.0,51290,260.0,2290.0
Asthma,1999,F,55 to 59,719670,6330.0,40750,340.0,2850.0
Asthma,1999,F,60 to 64,594440,5510.0,35190,450.0,3690.0
Asthma,1999,F,65 to 69,556600,5250.0,34830,710.0,5560.0
Asthma,1999,F,70 to 74,514330,4910.0,33080,1020.0,8440.0
Asthma,1999,F,75 to 79,448370,4260.0,29160,1370.0,12310.0
Asthma,1999,F,80 to 84,298460,2710.0,18630,1320.0,14390.0
Asthma,1999,F,85+,294630,2290.0,15350,2170.0,33340.0
Asthma,1999,M,<1,156170,5120.0,5120,0.0,900.0
Asthma,1999,M,1 to 4,680830,25870.0,98920,40.0,240.0
Asthma,1999,M,5 to 9,964770,16290.0,147960,40.0,90.0
