Election Date,Election Type,Parliament,Province,Riding,Last Name,First Name,Gender,Occupation,Party,Votes,Votes (%),Elected
1979/05/22,Gen,31,Alberta,YELLOWHEAD,PLAUNT,Ronnie B.,,student,Independent,143,0.35,0
1979/05/22,Gen,31,British Columbia,BURNABY,ROBINSON,Svend J.,,lawyer,New Democratic Party,20604,39.76,1
1979/05/22,Gen,31,British Columbia,BURNABY,MAWBY,Hugh,,administrator,Progressive Conservative,19119,36.89,0
1979/05/22,Gen,31,British Columbia,BURNABY,LAWSON,Doreen A.,F,"housewife, alderman",Liberal,12099,23.35,0
1979/05/22,Gen,31,British Columbia,CAPILANO,HUNTINGTON,Ron,,businessman,Progressive Conservative,27099,59.41,1
1979/05/22,Gen,31,British Columbia,CAPILANO,FINLAY,Dave,,lawyer,Liberal,11542,25.3,0
1979/05/22,Gen,31,British Columbia,CAPILANO,KARTON,Michael,,lawyer,New Democratic Party,6639,14.56,0
1979/05/22,Gen,31,British Columbia,CAPILANO,SCHALLER,Richard the Troll,,"merchant, trader",Parti Rhinocéros,332,0.73,0
1979/05/22,Gen,31,British Columbia,CARIBOO--CHILCOTIN,GREENAWAY,Lorne,,veterinarian,Progressive Conservative,12767,42.73,1
1979/05/22,Gen,31,British Columbia,CARIBOO--CHILCOTIN,OLAUSSEN,Harry,,steam engineer,New Democratic Party,8273,27.69,0
1979/05/22,Gen,31,British Columbia,CARIBOO--CHILCOTIN,GODFREY,Lon,,notary public,Liberal,7477,25.02,0
1979/05/22,Gen,31,British Columbia,CARIBOO--CHILCOTIN,GOOK,Peter R.,,notary public,Social Credit Party of Canada,1363,4.56,0
1979/05/22,Gen,31,British Columbia,COMOX--POWELL RIVER,SKELLY,Ray,,teacher,New Democratic Party,22075,44.28,1
1979/05/22,Gen,31,British Columbia,COMOX--POWELL RIVER,LAZERTE,Al,,lawyer,Progressive Conservative,17556,35.21,0
1979/05/22,Gen,31,British Columbia,COMOX--POWELL RIVER,PEARSALL,Jack,,personnel officer,Liberal,9910,19.88,0
1979/05/22,Gen,31,British Columbia,COMOX--POWELL RIVER,PEDERSON,Sy,,logger,Communist Party of Canada,314,0.63,0
1979/05/22,Gen,31,British Columbia,COWICHAN--MALAHAT--THE ISLANDS,TAYLOR,Don L.,,teacher,Progressive Conservative,19025,43.53,1
1979/05/22,Gen,31,British Columbia,COWICHAN--MALAHAT--THE ISLANDS,MANLY,Jim,,minister,New Democratic Party,17471,39.98,0
1979/05/22,Gen,31,British Columbia,COWICHAN--MALAHAT--THE ISLANDS,ANDERSON,David,,public servant,Liberal,7075,16.19,0
1979/05/22,Gen,31,British Columbia,COWICHAN--MALAHAT--THE ISLANDS,KNOTT,Ernie,,woodworker,Communist Party of Canada,82,0.19,0
1979/05/22,Gen,31,British Columbia,COWICHAN--MALAHAT--THE ISLANDS,BEZANSON,Allan,,welder's helper,Marxist-Leninist Party,51,0.12,0
1979/05/22,Gen,31,British Columbia,ESQUIMALT--SAANICH,MUNRO,Don,,retired diplomat,Progressive Conservative,29791,54.52,1
1979/05/22,Gen,31,British Columbia,ESQUIMALT--SAANICH,CAMERON,Bob,,teacher,New Democratic Party,15862,29.03,0
1979/05/22,Gen,31,British Columbia,ESQUIMALT--SAANICH,PETERSON,Alan,,lawyer,Liberal,8154,14.92,0
1979/05/22,Gen,31,British Columbia,ESQUIMALT--SAANICH,NEY,Philip,,physician,No affiliation to a recognised party,836,1.53,0
1979/05/22,Gen,31,British Columbia,FRASER VALLEY EAST,PATTERSON,Alex,,minister of the gospel,Progressive Conservative,24363,57.07,1
1979/05/22,Gen,31,British Columbia,FRASER VALLEY EAST,FONTAINE,Harry W.,,businessman,New Democratic Party,9126,21.38,0
1979/05/22,Gen,31,British Columbia,FRASER VALLEY EAST,ERICKSON,Johann Joe,,lawyer,Liberal,8910,20.87,0
1979/05/22,Gen,31,British Columbia,FRASER VALLEY EAST,BROWNLEE,Ken,,court services officer,No affiliation to a recognised party,293,0.69,0
1979/05/22,Gen,31,British Columbia,FRASER VALLEY WEST,WENMAN,Robert L.,,businessman,Progressive Conservative,26892,54.21,1
1979/05/22,Gen,31,British Columbia,FRASER VALLEY WEST,BARKVED,Cyril,,teacher,New Democratic Party,15322,30.89,0
1979/05/22,Gen,31,British Columbia,FRASER VALLEY WEST,BOUWMAN,Roland J.,,business executive,Liberal,7235,14.59,0
1979/05/22,Gen,31,British Columbia,FRASER VALLEY WEST,SWANN,Vi,F,retired,Communist Party of Canada,94,0.19,0
1979/05/22,Gen,31,British Columbia,FRASER VALLEY WEST,BAINS,Kirpal,,bus driver,Marxist-Leninist Party,62,0.12,0
1979/05/22,Gen,31,British Columbia,KAMLOOPS--SHUSWAP,CAMERON,Don,,retired,Progressive Conservative,19369,43.74,1
1979/05/22,Gen,31,British Columbia,KAMLOOPS--SHUSWAP,MARCHAND,Len,,professional agrologist,Liberal,12720,28.72,0
1979/05/22,Gen,31,British Columbia,KAMLOOPS--SHUSWAP,ANDERSON,Ron H.,,school teacher,New Democratic Party,12193,27.53,0
1979/05/22,Gen,31,British Columbia,KOOTENAY EAST--REVELSTOKE,GRAHAM,Stan,,businessman,Progressive Conservative,12904,40.75,1
1979/05/22,Gen,31,British Columbia,KOOTENAY EAST--REVELSTOKE,PARKER,Sid,,conductor,New Democratic Party,11107,35.07,0
1979/05/22,Gen,31,British Columbia,KOOTENAY EAST--REVELSTOKE,CONROY,Joe,,contractor,Liberal,7658,24.18,0
1979/05/22,Gen,31,British Columbia,KOOTENAY WEST,BRISCO,Bob,,chiropractor,Progressive Conservative,13645,47.24,1
1979/05/22,Gen,31,British Columbia,KOOTENAY WEST,KRISTIANSEN,Lyle S.,,woodworker,New Democratic Party,11503,39.83,0
1979/05/22,Gen,31,British Columbia,KOOTENAY WEST,KENDALL,Peter M.,,"teacher, tree planter",Liberal,3616,12.52,0
1979/05/22,Gen,31,British Columbia,KOOTENAY WEST,PHARE-SMITH,Valerie,F,housewife,Libertarian Party of Canada,119,0.41,0
1979/05/22,Gen,31,British Columbia,MISSION--PORT MOODY,ROSE,Mark,,professor of education,New Democratic Party,20847,43.83,1
1979/05/22,Gen,31,British Columbia,MISSION--PORT MOODY,CAMPBELL,Jack,,mayor,Progressive Conservative,18486,38.87,0
1979/05/22,Gen,31,British Columbia,MISSION--PORT MOODY,SPRAGGS,Tom,,lawyer,Liberal,8078,16.98,0
1979/05/22,Gen,31,British Columbia,MISSION--PORT MOODY,BEYNON,James Wm.,,ships carpenter,Communist Party of Canada,152,0.32,0
1979/05/22,Gen,31,British Columbia,NANAIMO--ALBERNI,MILLER,Ted,,teacher,New Democratic Party,21304,43.98,1
1979/05/22,Gen,31,British Columbia,NANAIMO--ALBERNI,VAN ALSTINE,Scott,,lawyer,Progressive Conservative,16478,34.02,0
1979/05/22,Gen,31,British Columbia,NANAIMO--ALBERNI,ANDERSON,Hugh,,insurance broker,Liberal,10385,21.44,0
1979/05/22,Gen,31,British Columbia,NANAIMO--ALBERNI,MOSHER,Mark F.,,retired,Communist Party of Canada,199,0.41,0
1979/05/22,Gen,31,British Columbia,NANAIMO--ALBERNI,FRASER,Katie,F,housewife,Marxist-Leninist Party,74,0.15,0
1979/05/22,Gen,31,British Columbia,NEW WESTMINSTER--COQUITLAM,JEWETT,Pauline,F,university teacher,New Democratic Party,19301,44.43,1
1979/05/22,Gen,31,British Columbia,NEW WESTMINSTER--COQUITLAM,GREGORY,Marg,F,consultant,Progressive Conservative,15358,35.36,0
1979/05/22,Gen,31,British Columbia,NEW WESTMINSTER--COQUITLAM,GARRISON,Les,,insurance broker,Liberal,8559,19.7,0
1979/05/22,Gen,31,British Columbia,NEW WESTMINSTER--COQUITLAM,LEHNERT,Joe,,civil servant,No affiliation to a recognised party,118,0.27,0
1979/05/22,Gen,31,British Columbia,NEW WESTMINSTER--COQUITLAM,DORAN,Rod,,longshoreman,Communist Party of Canada,103,0.24,0
1979/05/22,Gen,31,British Columbia,NORTH VANCOUVER--BURNABY,COOK,Chuck,,"broadcaster, lawyer",Progressive Conservative,16545,38.18,1
1979/05/22,Gen,31,British Columbia,NORTH VANCOUVER--BURNABY,GIBSON,Gordon F.,,businessman,Liberal,14377,33.18,0
1979/05/22,Gen,31,British Columbia,NORTH VANCOUVER--BURNABY,HICKS,Russ,,transit operator,New Democratic Party,12084,27.89,0
1979/05/22,Gen,31,British Columbia,NORTH VANCOUVER--BURNABY,MEINDL,Poldi,,"inventor, electrician",Social Credit Party of Canada,188,0.43,0
1979/05/22,Gen,31,British Columbia,NORTH VANCOUVER--BURNABY,WAUGH,Eric H.,,ships rigger,Communist Party of Canada,92,0.21,0
1979/05/22,Gen,31,British Columbia,NORTH VANCOUVER--BURNABY,TAYLOR,A. Neila,,self-employed,Independent,29,0.07,0
1979/05/22,Gen,31,British Columbia,NORTH VANCOUVER--BURNABY,HUNDAL,Kitti,F,worker,Marxist-Leninist Party,20,0.05,0
1979/05/22,Gen,31,British Columbia,OKANAGAN NORTH,WHITTAKER,George,,farmer,Progressive Conservative,26560,51.47,1
1979/05/22,Gen,31,British Columbia,OKANAGAN NORTH,BULLOCK,Richard,,orchardist,Liberal,13091,25.37,0
1979/05/22,Gen,31,British Columbia,OKANAGAN NORTH,POWELL,John O.,,teacher,New Democratic Party,11951,23.16,0
1979/05/22,Gen,31,British Columbia,OKANAGAN--SIMILKAMEEN,KING,Fred,,orchardist,Progressive Conservative,21008,49.56,1
1979/05/22,Gen,31,British Columbia,OKANAGAN--SIMILKAMEEN,SIGURGEIRSON,Darwin,,lawyer,New Democratic Party,11715,27.63,0
1979/05/22,Gen,31,British Columbia,OKANAGAN--SIMILKAMEEN,MOSES,Don,,business consultant,Liberal,9421,22.22,0
1979/05/22,Gen,31,British Columbia,OKANAGAN--SIMILKAMEEN,BARKER,Alexander V.,,contractor,No affiliation to a recognised party,249,0.59,0
1979/05/22,Gen,31,British Columbia,PRINCE GEORGE--BULKLEY VALLEY,MCCUISH,Lorne,,manager,Progressive Conservative,13300,42.61,1
1979/05/22,Gen,31,British Columbia,PRINCE GEORGE--BULKLEY VALLEY,PATRICK,Archie,,educator,New Democratic Party,8521,27.3,0
1979/05/22,Gen,31,British Columbia,PRINCE GEORGE--BULKLEY VALLEY,ENEMARK,Spike,,businessman,Liberal,7862,25.19,0
1979/05/22,Gen,31,British Columbia,PRINCE GEORGE--BULKLEY VALLEY,KORDYBAN,William W.,,lumberman,Independent,1531,4.9,0
1979/05/22,Gen,31,British Columbia,PRINCE GEORGE--PEACE RIVER,OBERLE,Frank,,businessman,Progressive Conservative,16288,60.95,1
1979/05/22,Gen,31,British Columbia,PRINCE GEORGE--PEACE RIVER,SIMPSON,Bob,,gas plant operator,New Democratic Party,5478,20.5,0
1979/05/22,Gen,31,British Columbia,PRINCE GEORGE--PEACE RIVER,BRODDY,Les,,engineer,Liberal,4957,18.55,0
1979/05/22,Gen,31,British Columbia,RICHMOND--SOUTH DELTA,SIDDON,Tom,,professor of engineering,Progressive Conservative,30262,54.04,1
1979/05/22,Gen,31,British Columbia,RICHMOND--SOUTH DELTA,STICKNEY,Mercia,F,sociologist,New Democratic Party,13524,24.15,0
1979/05/22,Gen,31,British Columbia,RICHMOND--SOUTH DELTA,MACRAE,Glen Gordon,,businessman,Liberal,12003,21.43,0
1979/05/22,Gen,31,British Columbia,RICHMOND--SOUTH DELTA,STEVENS,Homer,,fisherman,Communist Party of Canada,164,0.29,0
1979/05/22,Gen,31,British Columbia,RICHMOND--SOUTH DELTA,SOROKA,Allen H.,,law librarian,Marxist-Leninist Party,45,0.08,0
1979/05/22,Gen,31,British Columbia,SKEENA,FULTON,Jim,,probation officer,New Democratic Party,10996,41.82,1
1979/05/22,Gen,31,British Columbia,SKEENA,CAMPAGNOLO,Iona,F,broadcaster,Liberal,10381,39.48,0
1979/05/22,Gen,31,British Columbia,SKEENA,COUSINS,Rod,,advisor to small businesses,Progressive Conservative,4437,16.88,0
1979/05/22,Gen,31,British Columbia,SKEENA,ORGAN,Anthony Tony,,computer librarian,Independent,384,1.46,0
1979/05/22,Gen,31,British Columbia,SKEENA,COLET,Franz G.,,electronic engineer,Independent,95,0.36,0
1979/05/22,Gen,31,British Columbia,SURREY--WHITE ROCK--NORTH DELTA,FRIESEN,Benno,,teacher,Progressive Conservative,30009,52.55,1
1979/05/22,Gen,31,British Columbia,SURREY--WHITE ROCK--NORTH DELTA,LANGFORD,Carol,F,teacher,New Democratic Party,17992,31.51,0
1979/05/22,Gen,31,British Columbia,SURREY--WHITE ROCK--NORTH DELTA,JACOBS,Bob,,lawyer,Liberal,8837,15.48,0
1979/05/22,Gen,31,British Columbia,SURREY--WHITE ROCK--NORTH DELTA,BIANCO,Fred,,welder,Communist Party of Canada,225,0.39,0
1979/05/22,Gen,31,British Columbia,SURREY--WHITE ROCK--NORTH DELTA,BIRRING,Sewa,,steelworker,Marxist-Leninist Party,40,0.07,0
1979/05/22,Gen,31,British Columbia,VANCOUVER CENTRE,PHILLIPS,Art,,investment analyst,Liberal,15430,34.64,1
1979/05/22,Gen,31,British Columbia,VANCOUVER CENTRE,CARNEY,Pat,F,economist,Progressive Conservative,15335,34.43,0
1979/05/22,Gen,31,British Columbia,VANCOUVER CENTRE,JOHNSON,Ron,,union representative,New Democratic Party,13350,29.97,0
1979/05/22,Gen,31,British Columbia,VANCOUVER CENTRE,ELLIOT,John,,"philosopher, sawmill worker",Independent,267,0.6,0
1979/05/22,Gen,31,British Columbia,VANCOUVER CENTRE,OGDEN,Bert,,union welfare director,Communist Party of Canada,111,0.25,0
1979/05/22,Gen,31,British Columbia,VANCOUVER CENTRE,CORCORAN,Greg,,worker,Marxist-Leninist Party,48,0.11,0
1979/05/22,Gen,31,British Columbia,VANCOUVER EAST,MITCHELL,Margaret Anne,F,community development worker,New Democratic Party,13697,42.71,1
1979/05/22,Gen,31,British Columbia,VANCOUVER EAST,LEE,Arthur John Art,,lawyer,Liberal,12522,39.04,0
1979/05/22,Gen,31,British Columbia,VANCOUVER EAST,LENG,Cecil H.,,vice-principal,Progressive Conservative,5304,16.54,0
1979/05/22,Gen,31,British Columbia,VANCOUVER EAST,DALLAVALLE,Carlo,,woodworker,Social Credit Party of Canada,334,1.04,0
1979/05/22,Gen,31,British Columbia,VANCOUVER EAST,WILSON,J. Fred,,journalist,Communist Party of Canada,170,0.53,0
1979/05/22,Gen,31,British Columbia,VANCOUVER EAST,SPROULE,Brian K.,,postal worker,Marxist-Leninist Party,44,0.14,0
1979/05/22,Gen,31,British Columbia,VANCOUVER KINGSWAY,WADDELL,Ian,,community lawyer,New Democratic Party,15928,44.76,1
1979/05/22,Gen,31,British Columbia,VANCOUVER KINGSWAY,HOLT,Simma,F,journalist,Liberal,11503,32.33,0
1979/05/22,Gen,31,British Columbia,VANCOUVER KINGSWAY,DAVIS,Cal,,iron worker,Progressive Conservative,7900,22.2,0
1979/05/22,Gen,31,British Columbia,VANCOUVER KINGSWAY,PHILLIPS,Jack,,labour organizer,Communist Party of Canada,147,0.41,0
1979/05/22,Gen,31,British Columbia,VANCOUVER KINGSWAY,BAINS,Tarlochan S.,,self-employed,Marxist-Leninist Party,106,0.3,0
1979/05/22,Gen,31,British Columbia,VANCOUVER QUADRA,CLARKE,Bill,,chartered accountant,Progressive Conservative,19869,45.57,1
1979/05/22,Gen,31,British Columbia,VANCOUVER QUADRA,MANNING,Paul,,journalist,Liberal,12820,29.4,0
1979/05/22,Gen,31,British Columbia,VANCOUVER QUADRA,BUSH,Alan,,social worker,New Democratic Party,10665,24.46,0
1979/05/22,Gen,31,British Columbia,VANCOUVER QUADRA,OSBORNE,Campbell,,graduate student,Libertarian Party of Canada,144,0.33,0
1979/05/22,Gen,31,British Columbia,VANCOUVER QUADRA,FULLER,David,,student,Marxist-Leninist Party,64,0.15,0
1979/05/22,Gen,31,British Columbia,VANCOUVER QUADRA,GILBERTSON,Fred,,postal worker,No affiliation to a recognised party,37,0.08,0
1979/05/22,Gen,31,British Columbia,VANCOUVER SOUTH,FRASER,John A.,,barrister and solicitor,Progressive Conservative,22653,53.8,1
1979/05/22,Gen,31,British Columbia,VANCOUVER SOUTH,TOTH,Tony,,publisher,Liberal,10558,25.07,0
1979/05/22,Gen,31,British Columbia,VANCOUVER SOUTH,MCMANUS,Judy,F,office worker,New Democratic Party,8806,20.91,0
1979/05/22,Gen,31,British Columbia,VANCOUVER SOUTH,DHILLON,Amarjit,,woodworker,Marxist-Leninist Party,91,0.22,0
1979/05/22,Gen,31,British Columbia,VICTORIA,MCKINNON,Allan,,Member of Parliament,Progressive Conservative,28058,54.74,1
1979/05/22,Gen,31,British Columbia,VICTORIA,BREWIN,Gretchen,F,research consultant,New Democratic Party,15344,29.93,0
1979/05/22,Gen,31,British Columbia,VICTORIA,MONOGHAN,Robert,,lawyer,Liberal,7766,15.15,0
1979/05/22,Gen,31,British Columbia,VICTORIA,RATZLAFF,Dorothy,F,typist,Marxist-Leninist Party,91,0.18,0
1979/05/22,Gen,31,Manitoba,BRANDON--SOURIS,DINSDALE,Walter,,teacher,Progressive Conservative,19108,52.67,1
1979/05/22,Gen,31,Manitoba,BRANDON--SOURIS,SERLE,David,,postal clerk,New Democratic Party,8949,24.67,0
1979/05/22,Gen,31,Manitoba,BRANDON--SOURIS,RAMSAY,Vaughn,,farmer,Liberal,7918,21.83,0
1979/05/22,Gen,31,Manitoba,BRANDON--SOURIS,GROSS,John W.,,school teacher,Social Credit Party of Canada,302,0.83,0
1979/05/22,Gen,31,Manitoba,DAUPHIN,RITCHIE,Gordon,,physician,Progressive Conservative,12239,43.22,1
1979/05/22,Gen,31,Manitoba,DAUPHIN,LEWYCKY,Laverne,,professor,New Democratic Party,11770,41.56,0
1979/05/22,Gen,31,Manitoba,DAUPHIN,KLIMCHUK,Robert,,merchant,Liberal,4311,15.22,0
1979/05/22,Gen,31,Manitoba,LISGAR,MURTA,Jack,,farmer,Progressive Conservative,21366,70.08,1
1979/05/22,Gen,31,Manitoba,LISGAR,COLE,Peter,,lawyer,Liberal,6201,20.34,0
1979/05/22,Gen,31,Manitoba,LISGAR,POULSON,Keith W.D.,,student,New Democratic Party,2920,9.58,0
1979/05/22,Gen,31,Manitoba,PORTAGE--MARQUETTE,MAYER,Charlie,,farmer,Progressive Conservative,18824,58.34,1
1979/05/22,Gen,31,Manitoba,PORTAGE--MARQUETTE,LELOND,Maude,F,farm wife,New Democratic Party,6612,20.49,0
1979/05/22,Gen,31,Manitoba,PORTAGE--MARQUETTE,SPONARSKI,Joe,,area homes consultant,Liberal,6164,19.1,0
1979/05/22,Gen,31,Manitoba,PORTAGE--MARQUETTE,BAKER,K.F.,,farmer,Social Credit Party of Canada,347,1.08,0
1979/05/22,Gen,31,Manitoba,PORTAGE--MARQUETTE,MORRISON,Kenneth B.,,newspaper editor and publisher,Independent,319,0.99,0
1979/05/22,Gen,31,Manitoba,PROVENCHER,EPP,Jake,,teacher,Progressive Conservative,17030,51.67,1
1979/05/22,Gen,31,Manitoba,PROVENCHER,GREENWAY,Richard C.,,yard foreman,New Democratic Party,8473,25.71,0
1979/05/22,Gen,31,Manitoba,PROVENCHER,LOEWEN,Howard,,farmer,Liberal,7459,22.63,0
1979/05/22,Gen,31,Manitoba,SELKIRK--INTERLAKE,SARGEANT,Terry,,office manager,New Democratic Party,14225,42.7,1
1979/05/22,Gen,31,Manitoba,SELKIRK--INTERLAKE,MASNIUK,Peter P.,,politician,Progressive Conservative,13569,40.73,0
1979/05/22,Gen,31,Manitoba,SELKIRK--INTERLAKE,SHEAD,Bill,,employment manager,Liberal,5522,16.57,0
1979/05/22,Gen,31,Manitoba,ST. BONIFACE,BOCKSTAEL,Robert,,businessman,Liberal,19752,40.89,1
1979/05/22,Gen,31,Manitoba,ST. BONIFACE,HARE,Jack,,agriculturist,Progressive Conservative,16987,35.16,0
1979/05/22,Gen,31,Manitoba,ST. BONIFACE,WICHENKO,Grant,,engineer,New Democratic Party,11455,23.71,0
1979/05/22,Gen,31,Manitoba,ST. BONIFACE,GITTERMAN,Manuel,,student,Marxist-Leninist Party,60,0.12,0
1979/05/22,Gen,31,Manitoba,ST. BONIFACE,MALEY,Russ,,retired,No affiliation to a recognised party,56,0.12,0
1979/05/22,Gen,31,Manitoba,WINNIPEG NORTH,ORLIKOW,David,,labour educator,New Democratic Party,22417,52.68,1
1979/05/22,Gen,31,Manitoba,WINNIPEG NORTH,STEEN,Anne,F,office manager,Progressive Conservative,11749,27.61,0
1979/05/22,Gen,31,Manitoba,WINNIPEG NORTH,HLADY,Walter,,anthropologist,Liberal,8002,18.81,0
1979/05/22,Gen,31,Manitoba,WINNIPEG NORTH,ROSS,William C.,,secretary,Communist Party of Canada,242,0.57,0
1979/05/22,Gen,31,Manitoba,WINNIPEG NORTH,OSTROW,Brian,,medical worker,Marxist-Leninist Party,141,0.33,0
1979/05/22,Gen,31,Manitoba,WINNIPEG NORTH CENTRE,KNOWLES,Stanley,,printer and minister,New Democratic Party,15121,57.63,1
1979/05/22,Gen,31,Manitoba,WINNIPEG NORTH CENTRE,JOHNSON,Frank,,lawyer,Liberal,5428,20.69,0
1979/05/22,Gen,31,Manitoba,WINNIPEG NORTH CENTRE,KERR,Joe,,funeral director,Progressive Conservative,5408,20.61,0
1979/05/22,Gen,31,Manitoba,WINNIPEG NORTH CENTRE,FLETCHER,Paula,F,organizer,Communist Party of Canada,182,0.69,0
1979/05/22,Gen,31,Manitoba,WINNIPEG NORTH CENTRE,FRAIN,Marnie,F,factory worker,Marxist-Leninist Party,97,0.37,0
1979/05/22,Gen,31,Manitoba,WINNIPEG--ASSINIBOINE,MCKENZIE,Dan,,"supervisor, communications",Progressive Conservative,28192,56.35,1
1979/05/22,Gen,31,Manitoba,WINNIPEG--ASSINIBOINE,MATAS,David,,lawyer,Liberal,13668,27.32,0
1979/05/22,Gen,31,Manitoba,WINNIPEG--ASSINIBOINE,MELNYK,Max,,claims examiner,New Democratic Party,7949,15.89,0
1979/05/22,Gen,31,Manitoba,WINNIPEG--ASSINIBOINE,STEVENS,Peter,,manufacturer,Social Credit Party of Canada,150,0.3,0
1979/05/22,Gen,31,Manitoba,WINNIPEG--ASSINIBOINE,SEGAL,Anne,F,institutional worker,Marxist-Leninist Party,72,0.14,0
1979/05/22,Gen,31,Manitoba,WINNIPEG--BIRDS HILL,BLAIKIE,Bill,,clergyman,New Democratic Party,25492,50.16,1
1979/05/22,Gen,31,Manitoba,WINNIPEG--BIRDS HILL,WHITEWAY,Dean,,Member of Parliament,Progressive Conservative,19536,38.44,0
1979/05/22,Gen,31,Manitoba,WINNIPEG--BIRDS HILL,WALLY,Ronald,,civil servant,Liberal,5674,11.16,0
1979/05/22,Gen,31,Manitoba,WINNIPEG--BIRDS HILL,DYCK,Harold J.,,manager,Communist Party of Canada,62,0.12,0
1979/05/22,Gen,31,Manitoba,WINNIPEG--BIRDS HILL,NAYLOR,Karen,F,clerk,Marxist-Leninist Party,56,0.11,0
1979/05/22,Gen,31,Manitoba,WINNIPEG--FORT GARRY,AXWORTHY,Lloyd,,university administrator,Liberal,18822,41.13,1
1979/05/22,Gen,31,Manitoba,WINNIPEG--FORT GARRY,SPIVAK,Sidney,,lawyer,Progressive Conservative,18337,40.07,0
1979/05/22,Gen,31,Manitoba,WINNIPEG--FORT GARRY,RACHLIS,Vivian,F,free-lance researcher,New Democratic Party,8176,17.87,0
1979/05/22,Gen,31,Manitoba,WINNIPEG--FORT GARRY,REZNOWSKI,Tony,,student,Social Credit Party of Canada,245,0.54,0
1979/05/22,Gen,31,Manitoba,WINNIPEG--FORT GARRY,MICHALCHUK,Douglas,,labourer,Marxist-Leninist Party,90,0.2,0
1979/05/22,Gen,31,Manitoba,WINNIPEG--FORT GARRY,JOHNSTON,Larry E.,,machine operator,No affiliation to a recognised party,87,0.19,0
1979/05/22,Gen,31,Manitoba,WINNIPEG--ST. JAMES,LANE,Bob,,insurance executive,Progressive Conservative,12640,39.31,1
1979/05/22,Gen,31,Manitoba,WINNIPEG--ST. JAMES,SYMS,J. Frank,,administrative consultant,New Democratic Party,11747,36.53,0
1979/05/22,Gen,31,Manitoba,WINNIPEG--ST. JAMES,MERCIER,Richard,,salesman,Liberal,7636,23.75,0
1979/05/22,Gen,31,Manitoba,WINNIPEG--ST. JAMES,LLOYD,Linda,F,waitress,Marxist-Leninist Party,135,0.42,0
1979/05/22,Gen,31,New Brunswick,CARLETON--CHARLOTTE,MCCAIN,Fred,,produce dealer,Progressive Conservative,16603,55.56,1
1979/05/22,Gen,31,New Brunswick,CARLETON--CHARLOTTE,BRENNAN,T. Ann,F,business woman,Liberal,9308,31.15,0
1979/05/22,Gen,31,New Brunswick,CARLETON--CHARLOTTE,GAUNCE,Ed.,,"salesman, bus driver",New Democratic Party,3971,13.29,0
1979/05/22,Gen,31,New Brunswick,FUNDY--ROYAL,CORBETT,Bob,,businessman,Progressive Conservative,19135,47.28,1
1979/05/22,Gen,31,New Brunswick,FUNDY--ROYAL,DAY,Joseph A.,,"engineer, lawyer",Liberal,13589,33.58,0
1979/05/22,Gen,31,New Brunswick,FUNDY--ROYAL,HALPIN,Bruce E.,,papermaker,New Democratic Party,7746,19.14,0
1979/05/22,Gen,31,New Brunswick,GLOUCESTER,BREAU,Herb,,administrator,Liberal,18387,51.61,1
1979/05/22,Gen,31,New Brunswick,GLOUCESTER,GODIN,Gastien,,professor,Progressive Conservative,13872,38.94,0
1979/05/22,Gen,31,New Brunswick,GLOUCESTER,O'CONNELL,Kevin W.,,engineer,New Democratic Party,3366,9.45,0
1979/05/22,Gen,31,New Brunswick,MADAWASKA--VICTORIA,CORBIN,Eymard G.,,politician,Liberal,15851,61.82,1
1979/05/22,Gen,31,New Brunswick,MADAWASKA--VICTORIA,GUIMOND,Roger,,executive assistant,Progressive Conservative,8171,31.87,0
1979/05/22,Gen,31,New Brunswick,MADAWASKA--VICTORIA,AUCOIN,James H.,,teacher,New Democratic Party,1620,6.32,0
1979/05/22,Gen,31,New Brunswick,MONCTON,MCCAULEY,Gary F.,,"clergyman, broadcaster",Liberal,20940,43.33,1
1979/05/22,Gen,31,New Brunswick,MONCTON,WHEELER,Gary D.,,professional engineer,Progressive Conservative,18446,38.17,0
1979/05/22,Gen,31,New Brunswick,MONCTON,MURPHY,Gregory,,carman,New Democratic Party,8936,18.49,0
1979/05/22,Gen,31,New Brunswick,NORTHUMBERLAND--MIRAMICHI,DIONNE,Maurice A.,,teacher,Liberal,12893,47.73,1
1979/05/22,Gen,31,New Brunswick,NORTHUMBERLAND--MIRAMICHI,TREVORS,John,,lawyer,Progressive Conservative,9467,35.05,0
1979/05/22,Gen,31,New Brunswick,NORTHUMBERLAND--MIRAMICHI,DUNNETT,Jerry I.,,pipefitter,New Democratic Party,4653,17.23,0
1979/05/22,Gen,31,New Brunswick,RESTIGOUCHE,HARQUAIL,Maurice,,insurance adjuster,Liberal,14840,55.86,1
1979/05/22,Gen,31,New Brunswick,RESTIGOUCHE,PICHETTE,Roger,,real estate agent,Progressive Conservative,7009,26.38,0
1979/05/22,Gen,31,New Brunswick,RESTIGOUCHE,WALSH,Gail,F,social worker,New Democratic Party,4718,17.76,0
1979/05/22,Gen,31,New Brunswick,SAINT JOHN,FERGUSON,Eric,,consultant,Progressive Conservative,13989,41.56,1
1979/05/22,Gen,31,New Brunswick,SAINT JOHN,LANDERS,Mike,,lawyer,Liberal,13316,39.56,0
1979/05/22,Gen,31,New Brunswick,SAINT JOHN,RICHARDSON,Eldon J.,,station agent,New Democratic Party,6358,18.89,0
1979/05/22,Gen,31,New Brunswick,WESTMORLAND--KENT,LEBLANC,Roméo,,journalist,Liberal,19695,63.76,1
